key,value,date
Hurricane Florence,0.001,02/25/18
Hurricane Florence,0.001,02/26/18
Hurricane Florence,0.001,02/27/18
Hurricane Florence,0.001,02/28/18
Hurricane Florence,0.001,03/01/18
Hurricane Florence,0.001,03/02/18
Hurricane Florence,0.001,03/03/18
Hurricane Florence,0.001,03/04/18
Hurricane Florence,0.001,03/05/18
Hurricane Florence,0.001,03/06/18
Hurricane Florence,0.001,03/07/18
Hurricane Florence,0.001,03/08/18
Hurricane Florence,0.001,03/09/18
Hurricane Florence,0.001,03/10/18
Hurricane Florence,0.001,03/11/18
Hurricane Florence,0.001,03/12/18
Hurricane Florence,0.001,03/13/18
Hurricane Florence,0.001,03/14/18
Hurricane Florence,0.001,03/15/18
Hurricane Florence,0.001,03/16/18
Hurricane Florence,0.001,03/17/18
Hurricane Florence,0.001,03/18/18
Hurricane Florence,0.001,03/19/18
Hurricane Florence,0.001,03/20/18
Hurricane Florence,0.001,03/21/18
Hurricane Florence,0.001,03/22/18
Hurricane Florence,0.001,03/23/18
Hurricane Florence,0.001,03/24/18
Hurricane Florence,0.001,03/25/18
Hurricane Florence,0.001,03/26/18
Hurricane Florence,0.001,03/27/18
Hurricane Florence,0.001,03/28/18
Hurricane Florence,0.001,03/29/18
Hurricane Florence,0.001,03/30/18
Hurricane Florence,0.001,03/31/18
Hurricane Florence,0.001,04/01/18
Hurricane Florence,0.001,04/02/18
Hurricane Florence,0.001,04/03/18
Hurricane Florence,0.001,04/04/18
Hurricane Florence,0.001,04/05/18
Hurricane Florence,0.001,04/06/18
Hurricane Florence,0.001,04/07/18
Hurricane Florence,0.001,04/08/18
Hurricane Florence,0.001,04/09/18
Hurricane Florence,0.001,04/10/18
Hurricane Florence,0.001,04/11/18
Hurricane Florence,0.001,04/12/18
Hurricane Florence,0.001,04/13/18
Hurricane Florence,0.001,04/14/18
Hurricane Florence,0.001,04/15/18
Hurricane Florence,0.001,04/16/18
Hurricane Florence,0.001,04/17/18
Hurricane Florence,0.001,04/18/18
Hurricane Florence,0.001,04/19/18
Hurricane Florence,0.001,04/20/18
Hurricane Florence,0.001,04/21/18
Hurricane Florence,0.001,04/22/18
Hurricane Florence,0.001,04/23/18
Hurricane Florence,0.001,04/24/18
Hurricane Florence,0.001,04/25/18
Hurricane Florence,0.001,04/26/18
Hurricane Florence,0.001,04/27/18
Hurricane Florence,0.001,04/28/18
Hurricane Florence,0.001,04/29/18
Hurricane Florence,0.001,04/30/18
Hurricane Florence,0.001,05/01/18
Hurricane Florence,0.001,05/02/18
Hurricane Florence,0.001,05/03/18
Hurricane Florence,0.001,05/04/18
Hurricane Florence,0.001,05/05/18
Hurricane Florence,0.001,05/06/18
Hurricane Florence,0.001,05/07/18
Hurricane Florence,0.001,05/08/18
Hurricane Florence,0.001,05/09/18
Hurricane Florence,0.001,05/10/18
Hurricane Florence,0.001,05/11/18
Hurricane Florence,0.001,05/12/18
Hurricane Florence,0.001,05/13/18
Hurricane Florence,0.001,05/14/18
Hurricane Florence,0.001,05/15/18
Hurricane Florence,0.001,05/16/18
Hurricane Florence,0.001,05/17/18
Hurricane Florence,0.001,05/18/18
Hurricane Florence,0.001,05/19/18
Hurricane Florence,0.001,05/20/18
Hurricane Florence,0.001,05/21/18
Hurricane Florence,0.001,05/22/18
Hurricane Florence,0.001,05/23/18
Hurricane Florence,0.001,05/24/18
Hurricane Florence,0.001,05/25/18
Hurricane Florence,0.001,05/26/18
Hurricane Florence,0.001,05/27/18
Hurricane Florence,0.001,05/28/18
Hurricane Florence,0.001,05/29/18
Hurricane Florence,0.001,05/30/18
Hurricane Florence,0.001,05/31/18
Hurricane Florence,0.001,06/01/18
Hurricane Florence,0.001,06/02/18
Hurricane Florence,0.001,06/03/18
Hurricane Florence,0.001,06/04/18
Hurricane Florence,0.001,06/05/18
Hurricane Florence,0.001,06/06/18
Hurricane Florence,0.001,06/07/18
Hurricane Florence,0.001,06/08/18
Hurricane Florence,0.001,06/09/18
Hurricane Florence,0.001,06/10/18
Hurricane Florence,0.001,06/11/18
Hurricane Florence,0.001,06/12/18
Hurricane Florence,0.001,06/13/18
Hurricane Florence,0.001,06/14/18
Hurricane Florence,0.001,06/15/18
Hurricane Florence,0.001,06/16/18
Hurricane Florence,0.001,06/17/18
Hurricane Florence,0.001,06/18/18
Hurricane Florence,0.001,06/19/18
Hurricane Florence,0.001,06/20/18
Hurricane Florence,0.001,06/21/18
Hurricane Florence,0.001,06/22/18
Hurricane Florence,0.001,06/23/18
Hurricane Florence,0.001,06/24/18
Hurricane Florence,0.001,06/25/18
Hurricane Florence,0.001,06/26/18
Hurricane Florence,0.001,06/27/18
Hurricane Florence,0.001,06/28/18
Hurricane Florence,0.001,06/29/18
Hurricane Florence,0.001,06/30/18
Hurricane Florence,0.001,07/01/18
Hurricane Florence,0.001,07/02/18
Hurricane Florence,0.001,07/03/18
Hurricane Florence,0.001,07/04/18
Hurricane Florence,0.001,07/05/18
Hurricane Florence,0.001,07/06/18
Hurricane Florence,0.001,07/07/18
Hurricane Florence,0.001,07/08/18
Hurricane Florence,0.001,07/09/18
Hurricane Florence,0.001,07/10/18
Hurricane Florence,0.001,07/11/18
Hurricane Florence,0.001,07/12/18
Hurricane Florence,0.001,07/13/18
Hurricane Florence,0.001,07/14/18
Hurricane Florence,0.001,07/15/18
Hurricane Florence,0.001,07/16/18
Hurricane Florence,0.001,07/17/18
Hurricane Florence,0.001,07/18/18
Hurricane Florence,0.001,07/19/18
Hurricane Florence,0.001,07/20/18
Hurricane Florence,0.001,07/21/18
Hurricane Florence,0.001,07/22/18
Hurricane Florence,0.001,07/23/18
Hurricane Florence,0.001,07/24/18
Hurricane Florence,0.001,07/25/18
Hurricane Florence,0.001,07/26/18
Hurricane Florence,0.001,07/27/18
Hurricane Florence,0.001,07/28/18
Hurricane Florence,0.001,07/29/18
Hurricane Florence,0.001,07/30/18
Hurricane Florence,0.001,07/31/18
Hurricane Florence,0.001,08/01/18
Hurricane Florence,0.001,08/02/18
Hurricane Florence,0.001,08/03/18
Hurricane Florence,0.001,08/04/18
Hurricane Florence,0.001,08/05/18
Hurricane Florence,0.001,08/06/18
Hurricane Florence,0.001,08/07/18
Hurricane Florence,0.001,08/08/18
Hurricane Florence,0.001,08/09/18
Hurricane Florence,0.001,08/10/18
Hurricane Florence,0.001,08/11/18
Hurricane Florence,0.001,08/12/18
Hurricane Florence,0.001,08/13/18
Hurricane Florence,0.001,08/14/18
Hurricane Florence,0.001,08/15/18
Hurricane Florence,0.001,08/16/18
Hurricane Florence,0.001,08/17/18
Hurricane Florence,0.001,08/18/18
Hurricane Florence,0.001,08/19/18
Hurricane Florence,0.001,08/20/18
Hurricane Florence,0.001,08/21/18
Hurricane Florence,0.001,08/22/18
Hurricane Florence,0.001,08/23/18
Hurricane Florence,0.001,08/24/18
Hurricane Florence,0.001,08/25/18
Hurricane Florence,0.001,08/26/18
Hurricane Florence,0.001,08/27/18
Hurricane Florence,0.001,08/28/18
Hurricane Florence,0.001,08/29/18
Hurricane Florence,0.001,08/30/18
Hurricane Florence,0.751091672649,08/31/18
Hurricane Florence,0.382058075501,09/01/18
Hurricane Florence,0.310232012564,09/02/18
Hurricane Florence,0.525584084176,09/03/18
Hurricane Florence,0.841527896531,09/04/18
Hurricane Florence,0.546897255527,09/05/18
Hurricane Florence,0.58937954783,09/06/18
Hurricane Florence,0.214439038519,09/07/18
Hurricane Florence,0.969203769802,09/08/18
Hurricane Florence,0.51021541829,09/09/18
Hurricane Florence,0.689690025324,09/10/18
Hurricane Florence,0.854980394999,09/11/18
Hurricane Florence,0.976818794772,09/12/18
Hurricane Florence,0.31347232526,09/13/18
Hurricane Florence,0.25839819308,09/14/18
Hurricane Florence,0.772446473052,09/15/18
Hurricane Florence,0.560648234452,09/16/18
Hurricane Florence,0.253999896165,09/17/18
Hurricane Florence,0.878288261805,09/18/18
Hurricane Florence,0.213821516339,09/19/18
Hurricane Florence,0.418496194989,09/20/18
Hurricane Florence,0.451821213718,09/21/18
Hurricane Florence,0.722472416762,09/22/18
Hurricane Florence,0.616582189633,09/23/18
Hurricane Florence,0.535044405855,09/24/18
Hurricane Florence,0.670747918233,09/25/18
Hurricane Florence,0.001,09/26/18
Hurricane Florence,0.001,09/27/18
Hurricane Florence,0.001,09/28/18
Hurricane Florence,0.001,09/29/18
Hurricane Florence,0.001,09/30/18
Hurricane Florence,0.001,10/01/18
Hurricane Florence,0.001,10/02/18
Hurricane Florence,0.001,10/03/18
Hurricane Florence,0.001,10/04/18
Hurricane Florence,0.001,10/05/18
Hurricane Florence,0.001,10/06/18
Hurricane Florence,0.001,10/07/18
Hurricane Florence,0.001,10/08/18
Hurricane Florence,0.001,10/09/18
Hurricane Florence,0.001,10/10/18
Hurricane Florence,0.001,10/11/18
Hurricane Florence,0.001,10/12/18
Hurricane Florence,0.001,10/13/18
Hurricane Florence,0.001,10/14/18
Hurricane Florence,0.001,10/15/18
Hurricane Florence,0.001,10/16/18
Hurricane Florence,0.001,10/17/18
Hurricane Florence,0.001,10/18/18
Hurricane Florence,0.001,10/19/18
Hurricane Florence,0.001,10/20/18
Hurricane Florence,0.001,10/21/18
Hurricane Florence,0.001,10/22/18
Hurricane Florence,0.001,10/23/18
Hurricane Florence,0.001,10/24/18
Hurricane Florence,0.001,10/25/18
Hurricane Florence,0.001,10/26/18
Hurricane Florence,0.001,10/27/18
Hurricane Florence,0.001,10/28/18
Hurricane Florence,0.001,10/29/18
Hurricane Florence,0.001,10/30/18
Hurricane Florence,0.001,10/31/18
Hurricane Florence,0.001,11/01/18
Hurricane Florence,0.001,11/02/18
Hurricane Florence,0.001,11/03/18
Hurricane Florence,0.001,11/04/18
Hurricane Florence,0.001,11/05/18
Hurricane Florence,0.001,11/06/18
Hurricane Florence,0.001,11/07/18
Hurricane Florence,0.001,11/08/18
Hurricane Florence,0.001,11/09/18
Hurricane Florence,0.001,11/10/18
Hurricane Florence,0.001,11/11/18
Hurricane Florence,0.001,11/12/18
Hurricane Florence,0.001,11/13/18
Hurricane Florence,0.001,11/14/18
Hurricane Florence,0.001,11/15/18
Hurricane Florence,0.001,11/16/18
Hurricane Florence,0.001,11/17/18
Hurricane Florence,0.001,11/18/18
Hurricane Florence,0.001,11/19/18
Hurricane Florence,0.001,11/20/18
Hurricane Florence,0.001,11/21/18
Hurricane Florence,0.001,11/22/18
Hurricane Florence,0.001,11/23/18
Hurricane Florence,0.001,11/24/18
Hurricane Florence,0.001,11/25/18
Hurricane Florence,0.001,11/26/18
Hurricane Florence,0.001,11/27/18
Hurricane Florence,0.001,11/28/18
Hurricane Florence,0.001,11/29/18
Hurricane Florence,0.001,11/30/18
Hurricane Florence,0.001,12/01/18
Hurricane Florence,0.001,12/02/18
Hurricane Florence,0.001,12/03/18
Hurricane Florence,0.001,12/04/18
Hurricane Florence,0.001,12/05/18
Hurricane Florence,0.001,12/06/18
Hurricane Florence,0.001,12/07/18
Hurricane Florence,0.001,12/08/18
Hurricane Florence,0.001,12/09/18
Hurricane Florence,0.001,12/10/18
Hurricane Florence,0.001,12/11/18
Hurricane Florence,0.001,12/12/18
Hurricane Florence,0.001,12/13/18
Hurricane Florence,0.001,12/14/18
Hurricane Florence,0.001,12/15/18
Hurricane Florence,0.001,12/16/18
Hurricane Florence,0.001,12/17/18
Hurricane Florence,0.001,12/18/18
Hurricane Florence,0.001,12/19/18
Hurricane Florence,0.001,12/20/18
Hurricane Florence,0.001,12/21/18
Hurricane Florence,0.001,12/22/18
Hurricane Florence,0.001,12/23/18
Hurricane Florence,0.001,12/24/18
Hurricane Florence,0.001,12/25/18
Hurricane Florence,0.001,12/26/18
Hurricane Florence,0.001,12/27/18
Hurricane Florence,0.001,12/28/18
Hurricane Florence,0.001,12/29/18
Hurricane Florence,0.001,12/30/18
Hurricane Florence,0.001,12/31/18
