key,value,date
Brexit,0.001,10/03/16
Irish General Election,0.001,10/03/16
Lahore Blast,0.001,10/03/16
Brexit,0.001,10/04/16
Irish General Election,0.001,10/04/16
Lahore Blast,0.001,10/04/16
Brexit,0.001,10/05/16
Irish General Election,0.001,10/05/16
Lahore Blast,0.001,10/05/16
Brexit,0.001,10/06/16
Irish General Election,0.001,10/06/16
Lahore Blast,0.001,10/06/16
Brexit,0.001,10/07/16
Irish General Election,0.001,10/07/16
Lahore Blast,0.001,10/07/16
Brexit,0.001,10/08/16
Irish General Election,0.001,10/08/16
Lahore Blast,0.001,10/08/16
Brexit,0.001,10/09/16
Irish General Election,0.001,10/09/16
Lahore Blast,0.001,10/09/16
Brexit,0.001,10/10/16
Irish General Election,0.001,10/10/16
Lahore Blast,0.001,10/10/16
Brexit,0.001,10/11/16
Irish General Election,0.001,10/11/16
Lahore Blast,0.001,10/11/16
Brexit,0.001,10/12/16
Irish General Election,0.001,10/12/16
Lahore Blast,0.001,10/12/16
Brexit,0.001,10/13/16
Irish General Election,0.001,10/13/16
Lahore Blast,0.001,10/13/16
Brexit,0.001,10/14/16
Irish General Election,0.001,10/14/16
Lahore Blast,0.001,10/14/16
Brexit,0.001,10/15/16
Irish General Election,0.001,10/15/16
Lahore Blast,0.001,10/15/16
Brexit,0.001,10/16/16
Irish General Election,0.001,10/16/16
Lahore Blast,0.001,10/16/16
Brexit,0.001,10/17/16
Irish General Election,0.001,10/17/16
Lahore Blast,0.001,10/17/16
Brexit,0.001,10/18/16
Irish General Election,0.001,10/18/16
Lahore Blast,0.001,10/18/16
Brexit,0.001,10/19/16
Irish General Election,0.001,10/19/16
Lahore Blast,0.001,10/19/16
Brexit,0.001,10/20/16
Irish General Election,0.001,10/20/16
Lahore Blast,0.001,10/20/16
Brexit,0.001,10/21/16
Irish General Election,0.001,10/21/16
Lahore Blast,0.001,10/21/16
Brexit,0.001,10/22/16
Irish General Election,0.001,10/22/16
Lahore Blast,0.001,10/22/16
Brexit,0.001,10/23/16
Irish General Election,0.001,10/23/16
Lahore Blast,0.001,10/23/16
Brexit,0.001,10/24/16
Irish General Election,0.001,10/24/16
Lahore Blast,0.001,10/24/16
Brexit,0.001,10/25/16
Irish General Election,0.001,10/25/16
Lahore Blast,0.001,10/25/16
Brexit,0.001,10/26/16
Irish General Election,0.001,10/26/16
Lahore Blast,0.001,10/26/16
Brexit,0.001,10/27/16
Irish General Election,0.001,10/27/16
Lahore Blast,0.001,10/27/16
Brexit,0.001,10/28/16
Irish General Election,0.001,10/28/16
Lahore Blast,0.001,10/28/16
Brexit,0.001,10/29/16
Irish General Election,0.001,10/29/16
Lahore Blast,0.001,10/29/16
Brexit,0.001,10/30/16
Irish General Election,0.001,10/30/16
Lahore Blast,0.001,10/30/16
Brexit,0.001,10/31/16
Irish General Election,0.001,10/31/16
Lahore Blast,0.001,10/31/16
Brexit,0.001,11/01/16
Irish General Election,0.001,11/01/16
Lahore Blast,0.001,11/01/16
Brexit,0.001,11/02/16
Irish General Election,0.001,11/02/16
Lahore Blast,0.001,11/02/16
Brexit,0.001,11/03/16
Irish General Election,0.001,11/03/16
Lahore Blast,0.001,11/03/16
Brexit,0.001,11/04/16
Irish General Election,0.001,11/04/16
Lahore Blast,0.001,11/04/16
Brexit,0.001,11/05/16
Irish General Election,0.001,11/05/16
Lahore Blast,0.001,11/05/16
Brexit,0.001,11/06/16
Irish General Election,0.001,11/06/16
Lahore Blast,0.001,11/06/16
Brexit,0.001,11/07/16
Irish General Election,0.001,11/07/16
Lahore Blast,0.001,11/07/16
Brexit,0.001,11/08/16
Irish General Election,0.001,11/08/16
Lahore Blast,0.001,11/08/16
Brexit,0.001,11/09/16
Irish General Election,0.001,11/09/16
Lahore Blast,0.001,11/09/16
Brexit,0.001,11/10/16
Irish General Election,0.001,11/10/16
Lahore Blast,0.001,11/10/16
Brexit,0.001,11/11/16
Irish General Election,0.001,11/11/16
Lahore Blast,0.001,11/11/16
Brexit,0.001,11/12/16
Irish General Election,0.001,11/12/16
Lahore Blast,0.001,11/12/16
Brexit,0.001,11/13/16
Irish General Election,0.001,11/13/16
Lahore Blast,0.001,11/13/16
Brexit,0.001,11/14/16
Irish General Election,0.001,11/14/16
Lahore Blast,0.001,11/14/16
Brexit,0.001,11/15/16
Irish General Election,0.001,11/15/16
Lahore Blast,0.001,11/15/16
Brexit,0.001,11/16/16
Irish General Election,0.001,11/16/16
Lahore Blast,0.001,11/16/16
Brexit,0.001,11/17/16
Irish General Election,0.001,11/17/16
Lahore Blast,0.001,11/17/16
Brexit,0.001,11/18/16
Irish General Election,0.001,11/18/16
Lahore Blast,0.001,11/18/16
Brexit,0.001,11/19/16
Irish General Election,0.001,11/19/16
Lahore Blast,0.001,11/19/16
Brexit,0.001,11/20/16
Irish General Election,0.001,11/20/16
Lahore Blast,0.001,11/20/16
Brexit,0.001,11/21/16
Irish General Election,0.001,11/21/16
Lahore Blast,0.001,11/21/16
Brexit,0.001,11/22/16
Irish General Election,0.001,11/22/16
Lahore Blast,0.001,11/22/16
Brexit,0.001,11/23/16
Irish General Election,0.001,11/23/16
Lahore Blast,0.001,11/23/16
Brexit,0.001,11/24/16
Irish General Election,0.001,11/24/16
Lahore Blast,0.001,11/24/16
Brexit,0.001,11/25/16
Irish General Election,0.001,11/25/16
Lahore Blast,0.001,11/25/16
Brexit,0.001,11/26/16
Irish General Election,0.001,11/26/16
Lahore Blast,0.001,11/26/16
Brexit,0.001,11/27/16
Irish General Election,0.001,11/27/16
Lahore Blast,0.001,11/27/16
Brexit,0.001,11/28/16
Irish General Election,0.001,11/28/16
Lahore Blast,0.001,11/28/16
Brexit,0.001,11/29/16
Irish General Election,0.001,11/29/16
Lahore Blast,0.001,11/29/16
Brexit,0.001,11/30/16
Irish General Election,0.001,11/30/16
Lahore Blast,0.001,11/30/16
Brexit,0.001,12/01/16
Irish General Election,0.001,12/01/16
Lahore Blast,0.001,12/01/16
Brexit,0.001,12/02/16
Irish General Election,0.001,12/02/16
Lahore Blast,0.001,12/02/16
Brexit,0.001,12/03/16
Irish General Election,0.001,12/03/16
Lahore Blast,0.001,12/03/16
Brexit,0.001,12/04/16
Irish General Election,0.001,12/04/16
Lahore Blast,0.001,12/04/16
Brexit,0.001,12/05/16
Irish General Election,0.001,12/05/16
Lahore Blast,0.001,12/05/16
Brexit,0.001,12/06/16
Irish General Election,0.001,12/06/16
Lahore Blast,0.001,12/06/16
Brexit,0.001,12/07/16
Irish General Election,0.001,12/07/16
Lahore Blast,0.001,12/07/16
Brexit,0.001,12/08/16
Irish General Election,0.001,12/08/16
Lahore Blast,0.001,12/08/16
Brexit,0.001,12/09/16
Irish General Election,0.001,12/09/16
Lahore Blast,0.001,12/09/16
Brexit,0.001,12/10/16
Irish General Election,0.001,12/10/16
Lahore Blast,0.001,12/10/16
Brexit,0.001,12/11/16
Irish General Election,0.001,12/11/16
Lahore Blast,0.001,12/11/16
Brexit,0.001,12/12/16
Irish General Election,0.001,12/12/16
Lahore Blast,0.001,12/12/16
Brexit,0.001,12/13/16
Irish General Election,0.001,12/13/16
Lahore Blast,0.001,12/13/16
Brexit,0.001,12/14/16
Irish General Election,0.001,12/14/16
Lahore Blast,0.001,12/14/16
Brexit,0.001,12/15/16
Irish General Election,0.001,12/15/16
Lahore Blast,0.001,12/15/16
Brexit,0.001,12/16/16
Irish General Election,0.001,12/16/16
Lahore Blast,0.001,12/16/16
Brexit,0.001,12/17/16
Irish General Election,0.001,12/17/16
Lahore Blast,0.001,12/17/16
Brexit,0.001,12/18/16
Irish General Election,0.001,12/18/16
Lahore Blast,0.001,12/18/16
Brexit,0.001,12/19/16
Irish General Election,0.001,12/19/16
Lahore Blast,0.001,12/19/16
Brexit,0.001,12/20/16
Irish General Election,0.001,12/20/16
Lahore Blast,0.001,12/20/16
Brexit,0.001,12/21/16
Irish General Election,0.001,12/21/16
Lahore Blast,0.001,12/21/16
Brexit,0.001,12/22/16
Irish General Election,0.001,12/22/16
Lahore Blast,0.001,12/22/16
Brexit,0.001,12/23/16
Irish General Election,0.001,12/23/16
Lahore Blast,0.001,12/23/16
Brexit,0.001,12/24/16
Irish General Election,0.001,12/24/16
Lahore Blast,0.001,12/24/16
Brexit,0.001,12/25/16
Irish General Election,0.001,12/25/16
Lahore Blast,0.001,12/25/16
Brexit,0.001,12/26/16
Irish General Election,0.001,12/26/16
Lahore Blast,0.001,12/26/16
Brexit,0.001,12/27/16
Irish General Election,0.001,12/27/16
Lahore Blast,0.001,12/27/16
Brexit,0.001,12/28/16
Irish General Election,0.001,12/28/16
Lahore Blast,0.001,12/28/16
Brexit,0.001,12/29/16
Irish General Election,0.001,12/29/16
Lahore Blast,0.001,12/29/16
Brexit,0.001,12/30/16
Irish General Election,0.001,12/30/16
Lahore Blast,0.001,12/30/16
Brexit,0.001,12/31/16
Irish General Election,0.001,12/31/16
Lahore Blast,0.001,12/31/16
