key,value,date
Cyclone Pam,0.001,03/30/15
Germanwings Crash,0.350886781226,03/30/15
Paris Attacks,0.001,03/30/15
Cyclone Pam,0.001,03/31/15
Germanwings Crash,0.576781198326,03/31/15
Paris Attacks,0.001,03/31/15
Cyclone Pam,0.001,04/01/15
Germanwings Crash,0.319554635317,04/01/15
Paris Attacks,0.001,04/01/15
Cyclone Pam,0.001,04/02/15
Germanwings Crash,0.349294716734,04/02/15
Paris Attacks,0.001,04/02/15
Cyclone Pam,0.001,04/03/15
Germanwings Crash,0.001,04/03/15
Paris Attacks,0.001,04/03/15
Cyclone Pam,0.001,04/04/15
Germanwings Crash,0.001,04/04/15
Paris Attacks,0.001,04/04/15
Cyclone Pam,0.001,04/05/15
Germanwings Crash,0.001,04/05/15
Paris Attacks,0.001,04/05/15
Cyclone Pam,0.001,04/06/15
Germanwings Crash,0.001,04/06/15
Paris Attacks,0.001,04/06/15
Cyclone Pam,0.001,04/07/15
Germanwings Crash,0.001,04/07/15
Paris Attacks,0.001,04/07/15
Cyclone Pam,0.001,04/08/15
Germanwings Crash,0.001,04/08/15
Paris Attacks,0.001,04/08/15
Cyclone Pam,0.001,04/09/15
Germanwings Crash,0.001,04/09/15
Paris Attacks,0.001,04/09/15
Cyclone Pam,0.001,04/10/15
Germanwings Crash,0.001,04/10/15
Paris Attacks,0.001,04/10/15
Cyclone Pam,0.001,04/11/15
Germanwings Crash,0.001,04/11/15
Paris Attacks,0.001,04/11/15
Cyclone Pam,0.001,04/12/15
Germanwings Crash,0.001,04/12/15
Paris Attacks,0.001,04/12/15
Cyclone Pam,0.001,04/13/15
Germanwings Crash,0.001,04/13/15
Paris Attacks,0.001,04/13/15
Cyclone Pam,0.001,04/14/15
Germanwings Crash,0.001,04/14/15
Paris Attacks,0.001,04/14/15
Cyclone Pam,0.001,04/15/15
Germanwings Crash,0.001,04/15/15
Paris Attacks,0.001,04/15/15
Cyclone Pam,0.001,04/16/15
Germanwings Crash,0.001,04/16/15
Paris Attacks,0.001,04/16/15
Cyclone Pam,0.001,04/17/15
Germanwings Crash,0.001,04/17/15
Paris Attacks,0.001,04/17/15
Cyclone Pam,0.001,04/18/15
Germanwings Crash,0.001,04/18/15
Paris Attacks,0.001,04/18/15
Cyclone Pam,0.001,04/19/15
Germanwings Crash,0.001,04/19/15
Paris Attacks,0.001,04/19/15
Cyclone Pam,0.001,04/20/15
Germanwings Crash,0.001,04/20/15
Paris Attacks,0.001,04/20/15
Cyclone Pam,0.001,04/21/15
Germanwings Crash,0.001,04/21/15
Paris Attacks,0.001,04/21/15
Cyclone Pam,0.001,04/22/15
Germanwings Crash,0.001,04/22/15
Paris Attacks,0.001,04/22/15
Cyclone Pam,0.001,04/23/15
Germanwings Crash,0.001,04/23/15
Paris Attacks,0.001,04/23/15
Cyclone Pam,0.001,04/24/15
Germanwings Crash,0.001,04/24/15
Paris Attacks,0.001,04/24/15
Cyclone Pam,0.001,04/25/15
Germanwings Crash,0.001,04/25/15
Paris Attacks,0.001,04/25/15
Cyclone Pam,0.001,04/26/15
Germanwings Crash,0.001,04/26/15
Paris Attacks,0.001,04/26/15
Cyclone Pam,0.001,04/27/15
Germanwings Crash,0.001,04/27/15
Paris Attacks,0.001,04/27/15
Cyclone Pam,0.001,04/28/15
Germanwings Crash,0.001,04/28/15
Paris Attacks,0.001,04/28/15
Cyclone Pam,0.001,04/29/15
Germanwings Crash,0.001,04/29/15
Paris Attacks,0.001,04/29/15
Cyclone Pam,0.001,04/30/15
Germanwings Crash,0.001,04/30/15
Paris Attacks,0.001,04/30/15
Cyclone Pam,0.001,05/01/15
Germanwings Crash,0.001,05/01/15
Paris Attacks,0.001,05/01/15
Cyclone Pam,0.001,05/02/15
Germanwings Crash,0.001,05/02/15
Paris Attacks,0.001,05/02/15
Cyclone Pam,0.001,05/03/15
Germanwings Crash,0.001,05/03/15
Paris Attacks,0.001,05/03/15
Cyclone Pam,0.001,05/04/15
Germanwings Crash,0.001,05/04/15
Paris Attacks,0.001,05/04/15
Cyclone Pam,0.001,05/05/15
Germanwings Crash,0.001,05/05/15
Paris Attacks,0.001,05/05/15
Cyclone Pam,0.001,05/06/15
Germanwings Crash,0.001,05/06/15
Paris Attacks,0.001,05/06/15
Cyclone Pam,0.001,05/07/15
Germanwings Crash,0.001,05/07/15
Paris Attacks,0.001,05/07/15
Cyclone Pam,0.001,05/08/15
Germanwings Crash,0.001,05/08/15
Paris Attacks,0.001,05/08/15
Cyclone Pam,0.001,05/09/15
Germanwings Crash,0.001,05/09/15
Paris Attacks,0.001,05/09/15
Cyclone Pam,0.001,05/10/15
Germanwings Crash,0.001,05/10/15
Paris Attacks,0.001,05/10/15
Cyclone Pam,0.001,05/11/15
Germanwings Crash,0.001,05/11/15
Paris Attacks,0.001,05/11/15
Cyclone Pam,0.001,05/12/15
Germanwings Crash,0.001,05/12/15
Paris Attacks,0.001,05/12/15
Cyclone Pam,0.001,05/13/15
Germanwings Crash,0.001,05/13/15
Paris Attacks,0.001,05/13/15
Cyclone Pam,0.001,05/14/15
Germanwings Crash,0.001,05/14/15
Paris Attacks,0.001,05/14/15
Cyclone Pam,0.001,05/15/15
Germanwings Crash,0.001,05/15/15
Paris Attacks,0.001,05/15/15
Cyclone Pam,0.001,05/16/15
Germanwings Crash,0.001,05/16/15
Paris Attacks,0.001,05/16/15
Cyclone Pam,0.001,05/17/15
Germanwings Crash,0.001,05/17/15
Paris Attacks,0.001,05/17/15
Cyclone Pam,0.001,05/18/15
Germanwings Crash,0.001,05/18/15
Paris Attacks,0.001,05/18/15
Cyclone Pam,0.001,05/19/15
Germanwings Crash,0.001,05/19/15
Paris Attacks,0.001,05/19/15
Cyclone Pam,0.001,05/20/15
Germanwings Crash,0.001,05/20/15
Paris Attacks,0.001,05/20/15
Cyclone Pam,0.001,05/21/15
Germanwings Crash,0.001,05/21/15
Paris Attacks,0.001,05/21/15
Cyclone Pam,0.001,05/22/15
Germanwings Crash,0.001,05/22/15
Paris Attacks,0.001,05/22/15
Cyclone Pam,0.001,05/23/15
Germanwings Crash,0.001,05/23/15
Paris Attacks,0.001,05/23/15
Cyclone Pam,0.001,05/24/15
Germanwings Crash,0.001,05/24/15
Paris Attacks,0.001,05/24/15
Cyclone Pam,0.001,05/25/15
Germanwings Crash,0.001,05/25/15
Paris Attacks,0.001,05/25/15
Cyclone Pam,0.001,05/26/15
Germanwings Crash,0.001,05/26/15
Paris Attacks,0.001,05/26/15
Cyclone Pam,0.001,05/27/15
Germanwings Crash,0.001,05/27/15
Paris Attacks,0.001,05/27/15
Cyclone Pam,0.001,05/28/15
Germanwings Crash,0.001,05/28/15
Paris Attacks,0.001,05/28/15
Cyclone Pam,0.001,05/29/15
Germanwings Crash,0.001,05/29/15
Paris Attacks,0.001,05/29/15
Cyclone Pam,0.001,05/30/15
Germanwings Crash,0.001,05/30/15
Paris Attacks,0.001,05/30/15
Cyclone Pam,0.001,05/31/15
Germanwings Crash,0.001,05/31/15
Paris Attacks,0.001,05/31/15
Cyclone Pam,0.001,06/01/15
Germanwings Crash,0.001,06/01/15
Paris Attacks,0.001,06/01/15
Cyclone Pam,0.001,06/02/15
Germanwings Crash,0.001,06/02/15
Paris Attacks,0.001,06/02/15
Cyclone Pam,0.001,06/03/15
Germanwings Crash,0.001,06/03/15
Paris Attacks,0.001,06/03/15
Cyclone Pam,0.001,06/04/15
Germanwings Crash,0.001,06/04/15
Paris Attacks,0.001,06/04/15
Cyclone Pam,0.001,06/05/15
Germanwings Crash,0.001,06/05/15
Paris Attacks,0.001,06/05/15
Cyclone Pam,0.001,06/06/15
Germanwings Crash,0.001,06/06/15
Paris Attacks,0.001,06/06/15
Cyclone Pam,0.001,06/07/15
Germanwings Crash,0.001,06/07/15
Paris Attacks,0.001,06/07/15
Cyclone Pam,0.001,06/08/15
Germanwings Crash,0.001,06/08/15
Paris Attacks,0.001,06/08/15
Cyclone Pam,0.001,06/09/15
Germanwings Crash,0.001,06/09/15
Paris Attacks,0.001,06/09/15
Cyclone Pam,0.001,06/10/15
Germanwings Crash,0.001,06/10/15
Paris Attacks,0.001,06/10/15
Cyclone Pam,0.001,06/11/15
Germanwings Crash,0.001,06/11/15
Paris Attacks,0.001,06/11/15
Cyclone Pam,0.001,06/12/15
Germanwings Crash,0.001,06/12/15
Paris Attacks,0.001,06/12/15
Cyclone Pam,0.001,06/13/15
Germanwings Crash,0.001,06/13/15
Paris Attacks,0.001,06/13/15
Cyclone Pam,0.001,06/14/15
Germanwings Crash,0.001,06/14/15
Paris Attacks,0.001,06/14/15
Cyclone Pam,0.001,06/15/15
Germanwings Crash,0.001,06/15/15
Paris Attacks,0.001,06/15/15
Cyclone Pam,0.001,06/16/15
Germanwings Crash,0.001,06/16/15
Paris Attacks,0.001,06/16/15
Cyclone Pam,0.001,06/17/15
Germanwings Crash,0.001,06/17/15
Paris Attacks,0.001,06/17/15
Cyclone Pam,0.001,06/18/15
Germanwings Crash,0.001,06/18/15
Paris Attacks,0.001,06/18/15
Cyclone Pam,0.001,06/19/15
Germanwings Crash,0.001,06/19/15
Paris Attacks,0.001,06/19/15
Cyclone Pam,0.001,06/20/15
Germanwings Crash,0.001,06/20/15
Paris Attacks,0.001,06/20/15
Cyclone Pam,0.001,06/21/15
Germanwings Crash,0.001,06/21/15
Paris Attacks,0.001,06/21/15
Cyclone Pam,0.001,06/22/15
Germanwings Crash,0.001,06/22/15
Paris Attacks,0.001,06/22/15
Cyclone Pam,0.001,06/23/15
Germanwings Crash,0.001,06/23/15
Paris Attacks,0.001,06/23/15
Cyclone Pam,0.001,06/24/15
Germanwings Crash,0.001,06/24/15
Paris Attacks,0.001,06/24/15
Cyclone Pam,0.001,06/25/15
Germanwings Crash,0.001,06/25/15
Paris Attacks,0.001,06/25/15
Cyclone Pam,0.001,06/26/15
Germanwings Crash,0.001,06/26/15
Paris Attacks,0.001,06/26/15
Cyclone Pam,0.001,06/27/15
Germanwings Crash,0.001,06/27/15
Paris Attacks,0.001,06/27/15
Cyclone Pam,0.001,06/28/15
Germanwings Crash,0.001,06/28/15
Paris Attacks,0.001,06/28/15
Cyclone Pam,0.001,06/29/15
Germanwings Crash,0.001,06/29/15
Paris Attacks,0.001,06/29/15
Cyclone Pam,0.001,06/30/15
Germanwings Crash,0.001,06/30/15
Paris Attacks,0.001,06/30/15
Cyclone Pam,0.001,07/01/15
Germanwings Crash,0.001,07/01/15
Paris Attacks,0.001,07/01/15
Cyclone Pam,0.001,07/02/15
Germanwings Crash,0.001,07/02/15
Paris Attacks,0.001,07/02/15
Cyclone Pam,0.001,07/03/15
Germanwings Crash,0.001,07/03/15
Paris Attacks,0.001,07/03/15
Cyclone Pam,0.001,07/04/15
Germanwings Crash,0.001,07/04/15
Paris Attacks,0.001,07/04/15
Cyclone Pam,0.001,07/05/15
Germanwings Crash,0.001,07/05/15
Paris Attacks,0.001,07/05/15
Cyclone Pam,0.001,07/06/15
Germanwings Crash,0.001,07/06/15
Paris Attacks,0.001,07/06/15
Cyclone Pam,0.001,07/07/15
Germanwings Crash,0.001,07/07/15
Paris Attacks,0.001,07/07/15
Cyclone Pam,0.001,07/08/15
Germanwings Crash,0.001,07/08/15
Paris Attacks,0.001,07/08/15
Cyclone Pam,0.001,07/09/15
Germanwings Crash,0.001,07/09/15
Paris Attacks,0.001,07/09/15
Cyclone Pam,0.001,07/10/15
Germanwings Crash,0.001,07/10/15
Paris Attacks,0.001,07/10/15
Cyclone Pam,0.001,07/11/15
Germanwings Crash,0.001,07/11/15
Paris Attacks,0.001,07/11/15
Cyclone Pam,0.001,07/12/15
Germanwings Crash,0.001,07/12/15
Paris Attacks,0.001,07/12/15
Cyclone Pam,0.001,07/13/15
Germanwings Crash,0.001,07/13/15
Paris Attacks,0.001,07/13/15
Cyclone Pam,0.001,07/14/15
Germanwings Crash,0.001,07/14/15
Paris Attacks,0.001,07/14/15
Cyclone Pam,0.001,07/15/15
Germanwings Crash,0.001,07/15/15
Paris Attacks,0.001,07/15/15
Cyclone Pam,0.001,07/16/15
Germanwings Crash,0.001,07/16/15
Paris Attacks,0.001,07/16/15
Cyclone Pam,0.001,07/17/15
Germanwings Crash,0.001,07/17/15
Paris Attacks,0.001,07/17/15
Cyclone Pam,0.001,07/18/15
Germanwings Crash,0.001,07/18/15
Paris Attacks,0.001,07/18/15
Cyclone Pam,0.001,07/19/15
Germanwings Crash,0.001,07/19/15
Paris Attacks,0.001,07/19/15
Cyclone Pam,0.001,07/20/15
Germanwings Crash,0.001,07/20/15
Paris Attacks,0.001,07/20/15
Cyclone Pam,0.001,07/21/15
Germanwings Crash,0.001,07/21/15
Paris Attacks,0.001,07/21/15
Cyclone Pam,0.001,07/22/15
Germanwings Crash,0.001,07/22/15
Paris Attacks,0.001,07/22/15
Cyclone Pam,0.001,07/23/15
Germanwings Crash,0.001,07/23/15
Paris Attacks,0.001,07/23/15
Cyclone Pam,0.001,07/24/15
Germanwings Crash,0.001,07/24/15
Paris Attacks,0.001,07/24/15
Cyclone Pam,0.001,07/25/15
Germanwings Crash,0.001,07/25/15
Paris Attacks,0.001,07/25/15
Cyclone Pam,0.001,07/26/15
Germanwings Crash,0.001,07/26/15
Paris Attacks,0.001,07/26/15
Cyclone Pam,0.001,07/27/15
Germanwings Crash,0.001,07/27/15
Paris Attacks,0.001,07/27/15
Cyclone Pam,0.001,07/28/15
Germanwings Crash,0.001,07/28/15
Paris Attacks,0.001,07/28/15
Cyclone Pam,0.001,07/29/15
Germanwings Crash,0.001,07/29/15
Paris Attacks,0.001,07/29/15
Cyclone Pam,0.001,07/30/15
Germanwings Crash,0.001,07/30/15
Paris Attacks,0.001,07/30/15
Cyclone Pam,0.001,07/31/15
Germanwings Crash,0.001,07/31/15
Paris Attacks,0.001,07/31/15
Cyclone Pam,0.001,08/01/15
Germanwings Crash,0.001,08/01/15
Paris Attacks,0.001,08/01/15
Cyclone Pam,0.001,08/02/15
Germanwings Crash,0.001,08/02/15
Paris Attacks,0.001,08/02/15
Cyclone Pam,0.001,08/03/15
Germanwings Crash,0.001,08/03/15
Paris Attacks,0.001,08/03/15
Cyclone Pam,0.001,08/04/15
Germanwings Crash,0.001,08/04/15
Paris Attacks,0.001,08/04/15
Cyclone Pam,0.001,08/05/15
Germanwings Crash,0.001,08/05/15
Paris Attacks,0.001,08/05/15
Cyclone Pam,0.001,08/06/15
Germanwings Crash,0.001,08/06/15
Paris Attacks,0.001,08/06/15
Cyclone Pam,0.001,08/07/15
Germanwings Crash,0.001,08/07/15
Paris Attacks,0.001,08/07/15
Cyclone Pam,0.001,08/08/15
Germanwings Crash,0.001,08/08/15
Paris Attacks,0.001,08/08/15
Cyclone Pam,0.001,08/09/15
Germanwings Crash,0.001,08/09/15
Paris Attacks,0.001,08/09/15
Cyclone Pam,0.001,08/10/15
Germanwings Crash,0.001,08/10/15
Paris Attacks,0.001,08/10/15
Cyclone Pam,0.001,08/11/15
Germanwings Crash,0.001,08/11/15
Paris Attacks,0.001,08/11/15
Cyclone Pam,0.001,08/12/15
Germanwings Crash,0.001,08/12/15
Paris Attacks,0.001,08/12/15
Cyclone Pam,0.001,08/13/15
Germanwings Crash,0.001,08/13/15
Paris Attacks,0.001,08/13/15
Cyclone Pam,0.001,08/14/15
Germanwings Crash,0.001,08/14/15
Paris Attacks,0.001,08/14/15
Cyclone Pam,0.001,08/15/15
Germanwings Crash,0.001,08/15/15
Paris Attacks,0.001,08/15/15
Cyclone Pam,0.001,08/16/15
Germanwings Crash,0.001,08/16/15
Paris Attacks,0.001,08/16/15
Cyclone Pam,0.001,08/17/15
Germanwings Crash,0.001,08/17/15
Paris Attacks,0.001,08/17/15
Cyclone Pam,0.001,08/18/15
Germanwings Crash,0.001,08/18/15
Paris Attacks,0.001,08/18/15
Cyclone Pam,0.001,08/19/15
Germanwings Crash,0.001,08/19/15
Paris Attacks,0.001,08/19/15
Cyclone Pam,0.001,08/20/15
Germanwings Crash,0.001,08/20/15
Paris Attacks,0.001,08/20/15
Cyclone Pam,0.001,08/21/15
Germanwings Crash,0.001,08/21/15
Paris Attacks,0.001,08/21/15
Cyclone Pam,0.001,08/22/15
Germanwings Crash,0.001,08/22/15
Paris Attacks,0.001,08/22/15
Cyclone Pam,0.001,08/23/15
Germanwings Crash,0.001,08/23/15
Paris Attacks,0.001,08/23/15
Cyclone Pam,0.001,08/24/15
Germanwings Crash,0.001,08/24/15
Paris Attacks,0.001,08/24/15
Cyclone Pam,0.001,08/25/15
Germanwings Crash,0.001,08/25/15
Paris Attacks,0.001,08/25/15
Cyclone Pam,0.001,08/26/15
Germanwings Crash,0.001,08/26/15
Paris Attacks,0.001,08/26/15
Cyclone Pam,0.001,08/27/15
Germanwings Crash,0.001,08/27/15
Paris Attacks,0.001,08/27/15
Cyclone Pam,0.001,08/28/15
Germanwings Crash,0.001,08/28/15
Paris Attacks,0.001,08/28/15
Cyclone Pam,0.001,08/29/15
Germanwings Crash,0.001,08/29/15
Paris Attacks,0.001,08/29/15
Cyclone Pam,0.001,08/30/15
Germanwings Crash,0.001,08/30/15
Paris Attacks,0.001,08/30/15
Cyclone Pam,0.001,08/31/15
Germanwings Crash,0.001,08/31/15
Paris Attacks,0.001,08/31/15
Cyclone Pam,0.001,09/01/15
Germanwings Crash,0.001,09/01/15
Paris Attacks,0.001,09/01/15
Cyclone Pam,0.001,09/02/15
Germanwings Crash,0.001,09/02/15
Paris Attacks,0.001,09/02/15
Cyclone Pam,0.001,09/03/15
Germanwings Crash,0.001,09/03/15
Paris Attacks,0.001,09/03/15
Cyclone Pam,0.001,09/04/15
Germanwings Crash,0.001,09/04/15
Paris Attacks,0.001,09/04/15
Cyclone Pam,0.001,09/05/15
Germanwings Crash,0.001,09/05/15
Paris Attacks,0.001,09/05/15
