key,value,date
Cyclone Pam,0.001,09/06/15
Germanwings Crash,0.001,09/06/15
Paris Attacks,0.001,09/06/15
Cyclone Pam,0.001,09/07/15
Germanwings Crash,0.001,09/07/15
Paris Attacks,0.001,09/07/15
Cyclone Pam,0.001,09/08/15
Germanwings Crash,0.001,09/08/15
Paris Attacks,0.001,09/08/15
Cyclone Pam,0.001,09/09/15
Germanwings Crash,0.001,09/09/15
Paris Attacks,0.001,09/09/15
Cyclone Pam,0.001,09/10/15
Germanwings Crash,0.001,09/10/15
Paris Attacks,0.001,09/10/15
Cyclone Pam,0.001,09/11/15
Germanwings Crash,0.001,09/11/15
Paris Attacks,0.001,09/11/15
Cyclone Pam,0.001,09/12/15
Germanwings Crash,0.001,09/12/15
Paris Attacks,0.001,09/12/15
Cyclone Pam,0.001,09/13/15
Germanwings Crash,0.001,09/13/15
Paris Attacks,0.001,09/13/15
Cyclone Pam,0.001,09/14/15
Germanwings Crash,0.001,09/14/15
Paris Attacks,0.001,09/14/15
Cyclone Pam,0.001,09/15/15
Germanwings Crash,0.001,09/15/15
Paris Attacks,0.001,09/15/15
Cyclone Pam,0.001,09/16/15
Germanwings Crash,0.001,09/16/15
Paris Attacks,0.001,09/16/15
Cyclone Pam,0.001,09/17/15
Germanwings Crash,0.001,09/17/15
Paris Attacks,0.001,09/17/15
Cyclone Pam,0.001,09/18/15
Germanwings Crash,0.001,09/18/15
Paris Attacks,0.001,09/18/15
Cyclone Pam,0.001,09/19/15
Germanwings Crash,0.001,09/19/15
Paris Attacks,0.001,09/19/15
Cyclone Pam,0.001,09/20/15
Germanwings Crash,0.001,09/20/15
Paris Attacks,0.001,09/20/15
Cyclone Pam,0.001,09/21/15
Germanwings Crash,0.001,09/21/15
Paris Attacks,0.001,09/21/15
Cyclone Pam,0.001,09/22/15
Germanwings Crash,0.001,09/22/15
Paris Attacks,0.001,09/22/15
Cyclone Pam,0.001,09/23/15
Germanwings Crash,0.001,09/23/15
Paris Attacks,0.001,09/23/15
Cyclone Pam,0.001,09/24/15
Germanwings Crash,0.001,09/24/15
Paris Attacks,0.001,09/24/15
Cyclone Pam,0.001,09/25/15
Germanwings Crash,0.001,09/25/15
Paris Attacks,0.001,09/25/15
Cyclone Pam,0.001,09/26/15
Germanwings Crash,0.001,09/26/15
Paris Attacks,0.001,09/26/15
Cyclone Pam,0.001,09/27/15
Germanwings Crash,0.001,09/27/15
Paris Attacks,0.001,09/27/15
Cyclone Pam,0.001,09/28/15
Germanwings Crash,0.001,09/28/15
Paris Attacks,0.001,09/28/15
Cyclone Pam,0.001,09/29/15
Germanwings Crash,0.001,09/29/15
Paris Attacks,0.001,09/29/15
Cyclone Pam,0.001,09/30/15
Germanwings Crash,0.001,09/30/15
Paris Attacks,0.001,09/30/15
Cyclone Pam,0.001,10/01/15
Germanwings Crash,0.001,10/01/15
Paris Attacks,0.001,10/01/15
Cyclone Pam,0.001,10/02/15
Germanwings Crash,0.001,10/02/15
Paris Attacks,0.001,10/02/15
Cyclone Pam,0.001,10/03/15
Germanwings Crash,0.001,10/03/15
Paris Attacks,0.001,10/03/15
Cyclone Pam,0.001,10/04/15
Germanwings Crash,0.001,10/04/15
Paris Attacks,0.001,10/04/15
Cyclone Pam,0.001,10/05/15
Germanwings Crash,0.001,10/05/15
Paris Attacks,0.001,10/05/15
Cyclone Pam,0.001,10/06/15
Germanwings Crash,0.001,10/06/15
Paris Attacks,0.001,10/06/15
Cyclone Pam,0.001,10/07/15
Germanwings Crash,0.001,10/07/15
Paris Attacks,0.001,10/07/15
Cyclone Pam,0.001,10/08/15
Germanwings Crash,0.001,10/08/15
Paris Attacks,0.001,10/08/15
Cyclone Pam,0.001,10/09/15
Germanwings Crash,0.001,10/09/15
Paris Attacks,0.001,10/09/15
Cyclone Pam,0.001,10/10/15
Germanwings Crash,0.001,10/10/15
Paris Attacks,0.001,10/10/15
Cyclone Pam,0.001,10/11/15
Germanwings Crash,0.001,10/11/15
Paris Attacks,0.001,10/11/15
Cyclone Pam,0.001,10/12/15
Germanwings Crash,0.001,10/12/15
Paris Attacks,0.001,10/12/15
Cyclone Pam,0.001,10/13/15
Germanwings Crash,0.001,10/13/15
Paris Attacks,0.001,10/13/15
Cyclone Pam,0.001,10/14/15
Germanwings Crash,0.001,10/14/15
Paris Attacks,0.001,10/14/15
Cyclone Pam,0.001,10/15/15
Germanwings Crash,0.001,10/15/15
Paris Attacks,0.001,10/15/15
Cyclone Pam,0.001,10/16/15
Germanwings Crash,0.001,10/16/15
Paris Attacks,0.001,10/16/15
Cyclone Pam,0.001,10/17/15
Germanwings Crash,0.001,10/17/15
Paris Attacks,0.001,10/17/15
Cyclone Pam,0.001,10/18/15
Germanwings Crash,0.001,10/18/15
Paris Attacks,0.001,10/18/15
Cyclone Pam,0.001,10/19/15
Germanwings Crash,0.001,10/19/15
Paris Attacks,0.001,10/19/15
Cyclone Pam,0.001,10/20/15
Germanwings Crash,0.001,10/20/15
Paris Attacks,0.001,10/20/15
Cyclone Pam,0.001,10/21/15
Germanwings Crash,0.001,10/21/15
Paris Attacks,0.001,10/21/15
Cyclone Pam,0.001,10/22/15
Germanwings Crash,0.001,10/22/15
Paris Attacks,0.001,10/22/15
Cyclone Pam,0.001,10/23/15
Germanwings Crash,0.001,10/23/15
Paris Attacks,0.001,10/23/15
Cyclone Pam,0.001,10/24/15
Germanwings Crash,0.001,10/24/15
Paris Attacks,0.001,10/24/15
Cyclone Pam,0.001,10/25/15
Germanwings Crash,0.001,10/25/15
Paris Attacks,0.001,10/25/15
Cyclone Pam,0.001,10/26/15
Germanwings Crash,0.001,10/26/15
Paris Attacks,0.001,10/26/15
Cyclone Pam,0.001,10/27/15
Germanwings Crash,0.001,10/27/15
Paris Attacks,0.001,10/27/15
Cyclone Pam,0.001,10/28/15
Germanwings Crash,0.001,10/28/15
Paris Attacks,0.001,10/28/15
Cyclone Pam,0.001,10/29/15
Germanwings Crash,0.001,10/29/15
Paris Attacks,0.001,10/29/15
Cyclone Pam,0.001,10/30/15
Germanwings Crash,0.001,10/30/15
Paris Attacks,0.001,10/30/15
Cyclone Pam,0.001,10/31/15
Germanwings Crash,0.001,10/31/15
Paris Attacks,0.001,10/31/15
Cyclone Pam,0.001,11/01/15
Germanwings Crash,0.001,11/01/15
Paris Attacks,0.001,11/01/15
Cyclone Pam,0.001,11/02/15
Germanwings Crash,0.001,11/02/15
Paris Attacks,0.001,11/02/15
Cyclone Pam,0.001,11/03/15
Germanwings Crash,0.001,11/03/15
Paris Attacks,0.001,11/03/15
Cyclone Pam,0.001,11/04/15
Germanwings Crash,0.001,11/04/15
Paris Attacks,0.001,11/04/15
Cyclone Pam,0.001,11/05/15
Germanwings Crash,0.001,11/05/15
Paris Attacks,0.001,11/05/15
Cyclone Pam,0.001,11/06/15
Germanwings Crash,0.001,11/06/15
Paris Attacks,0.001,11/06/15
Cyclone Pam,0.001,11/07/15
Germanwings Crash,0.001,11/07/15
Paris Attacks,0.001,11/07/15
Cyclone Pam,0.001,11/08/15
Germanwings Crash,0.001,11/08/15
Paris Attacks,0.001,11/08/15
Cyclone Pam,0.001,11/09/15
Germanwings Crash,0.001,11/09/15
Paris Attacks,0.001,11/09/15
Cyclone Pam,0.001,11/10/15
Germanwings Crash,0.001,11/10/15
Paris Attacks,0.001,11/10/15
Cyclone Pam,0.001,11/11/15
Germanwings Crash,0.001,11/11/15
Paris Attacks,0.001,11/11/15
Cyclone Pam,0.001,11/12/15
Germanwings Crash,0.001,11/12/15
Paris Attacks,0.001,11/12/15
Cyclone Pam,0.001,11/13/15
Germanwings Crash,0.001,11/13/15
Paris Attacks,0.506766713948,11/13/15
Cyclone Pam,0.001,11/14/15
Germanwings Crash,0.001,11/14/15
Paris Attacks,0.537625316467,11/14/15
Cyclone Pam,0.001,11/15/15
Germanwings Crash,0.001,11/15/15
Paris Attacks,0.710581497391,11/15/15
Cyclone Pam,0.001,11/16/15
Germanwings Crash,0.001,11/16/15
Paris Attacks,0.778026122495,11/16/15
Cyclone Pam,0.001,11/17/15
Germanwings Crash,0.001,11/17/15
Paris Attacks,0.291534989716,11/17/15
Cyclone Pam,0.001,11/18/15
Germanwings Crash,0.001,11/18/15
Paris Attacks,0.249657601068,11/18/15
Cyclone Pam,0.001,11/19/15
Germanwings Crash,0.001,11/19/15
Paris Attacks,0.264194172353,11/19/15
Cyclone Pam,0.001,11/20/15
Germanwings Crash,0.001,11/20/15
Paris Attacks,0.67348041804,11/20/15
Cyclone Pam,0.001,11/21/15
Germanwings Crash,0.001,11/21/15
Paris Attacks,0.001,11/21/15
Cyclone Pam,0.001,11/22/15
Germanwings Crash,0.001,11/22/15
Paris Attacks,0.001,11/22/15
Cyclone Pam,0.001,11/23/15
Germanwings Crash,0.001,11/23/15
Paris Attacks,0.001,11/23/15
Cyclone Pam,0.001,11/24/15
Germanwings Crash,0.001,11/24/15
Paris Attacks,0.001,11/24/15
Cyclone Pam,0.001,11/25/15
Germanwings Crash,0.001,11/25/15
Paris Attacks,0.001,11/25/15
Cyclone Pam,0.001,11/26/15
Germanwings Crash,0.001,11/26/15
Paris Attacks,0.001,11/26/15
Cyclone Pam,0.001,11/27/15
Germanwings Crash,0.001,11/27/15
Paris Attacks,0.001,11/27/15
Cyclone Pam,0.001,11/28/15
Germanwings Crash,0.001,11/28/15
Paris Attacks,0.001,11/28/15
Cyclone Pam,0.001,11/29/15
Germanwings Crash,0.001,11/29/15
Paris Attacks,0.001,11/29/15
Cyclone Pam,0.001,11/30/15
Germanwings Crash,0.001,11/30/15
Paris Attacks,0.001,11/30/15
Cyclone Pam,0.001,12/01/15
Germanwings Crash,0.001,12/01/15
Paris Attacks,0.001,12/01/15
Cyclone Pam,0.001,12/02/15
Germanwings Crash,0.001,12/02/15
Paris Attacks,0.001,12/02/15
Cyclone Pam,0.001,12/03/15
Germanwings Crash,0.001,12/03/15
Paris Attacks,0.001,12/03/15
Cyclone Pam,0.001,12/04/15
Germanwings Crash,0.001,12/04/15
Paris Attacks,0.001,12/04/15
Cyclone Pam,0.001,12/05/15
Germanwings Crash,0.001,12/05/15
Paris Attacks,0.001,12/05/15
Cyclone Pam,0.001,12/06/15
Germanwings Crash,0.001,12/06/15
Paris Attacks,0.001,12/06/15
Cyclone Pam,0.001,12/07/15
Germanwings Crash,0.001,12/07/15
Paris Attacks,0.001,12/07/15
Cyclone Pam,0.001,12/08/15
Germanwings Crash,0.001,12/08/15
Paris Attacks,0.001,12/08/15
Cyclone Pam,0.001,12/09/15
Germanwings Crash,0.001,12/09/15
Paris Attacks,0.001,12/09/15
Cyclone Pam,0.001,12/10/15
Germanwings Crash,0.001,12/10/15
Paris Attacks,0.001,12/10/15
Cyclone Pam,0.001,12/11/15
Germanwings Crash,0.001,12/11/15
Paris Attacks,0.001,12/11/15
Cyclone Pam,0.001,12/12/15
Germanwings Crash,0.001,12/12/15
Paris Attacks,0.001,12/12/15
Cyclone Pam,0.001,12/13/15
Germanwings Crash,0.001,12/13/15
Paris Attacks,0.001,12/13/15
Cyclone Pam,0.001,12/14/15
Germanwings Crash,0.001,12/14/15
Paris Attacks,0.001,12/14/15
Cyclone Pam,0.001,12/15/15
Germanwings Crash,0.001,12/15/15
Paris Attacks,0.001,12/15/15
Cyclone Pam,0.001,12/16/15
Germanwings Crash,0.001,12/16/15
Paris Attacks,0.001,12/16/15
Cyclone Pam,0.001,12/17/15
Germanwings Crash,0.001,12/17/15
Paris Attacks,0.001,12/17/15
Cyclone Pam,0.001,12/18/15
Germanwings Crash,0.001,12/18/15
Paris Attacks,0.001,12/18/15
Cyclone Pam,0.001,12/19/15
Germanwings Crash,0.001,12/19/15
Paris Attacks,0.001,12/19/15
Cyclone Pam,0.001,12/20/15
Germanwings Crash,0.001,12/20/15
Paris Attacks,0.001,12/20/15
Cyclone Pam,0.001,12/21/15
Germanwings Crash,0.001,12/21/15
Paris Attacks,0.001,12/21/15
Cyclone Pam,0.001,12/22/15
Germanwings Crash,0.001,12/22/15
Paris Attacks,0.001,12/22/15
Cyclone Pam,0.001,12/23/15
Germanwings Crash,0.001,12/23/15
Paris Attacks,0.001,12/23/15
Cyclone Pam,0.001,12/24/15
Germanwings Crash,0.001,12/24/15
Paris Attacks,0.001,12/24/15
Cyclone Pam,0.001,12/25/15
Germanwings Crash,0.001,12/25/15
Paris Attacks,0.001,12/25/15
Cyclone Pam,0.001,12/26/15
Germanwings Crash,0.001,12/26/15
Paris Attacks,0.001,12/26/15
Cyclone Pam,0.001,12/27/15
Germanwings Crash,0.001,12/27/15
Paris Attacks,0.001,12/27/15
Cyclone Pam,0.001,12/28/15
Germanwings Crash,0.001,12/28/15
Paris Attacks,0.001,12/28/15
Cyclone Pam,0.001,12/29/15
Germanwings Crash,0.001,12/29/15
Paris Attacks,0.001,12/29/15
Cyclone Pam,0.001,12/30/15
Germanwings Crash,0.001,12/30/15
Paris Attacks,0.001,12/30/15
Cyclone Pam,0.001,12/31/15
Germanwings Crash,0.001,12/31/15
Paris Attacks,0.001,12/31/15
