key,value,date
California Wildfire,0.001,02/22/17
Hurricane Harvey,0.001,02/22/17
Iraq Earthquake,0.001,02/22/17
California Wildfire,0.001,02/23/17
Hurricane Harvey,0.001,02/23/17
Iraq Earthquake,0.001,02/23/17
California Wildfire,0.001,02/24/17
Hurricane Harvey,0.001,02/24/17
Iraq Earthquake,0.001,02/24/17
California Wildfire,0.001,02/25/17
Hurricane Harvey,0.001,02/25/17
Iraq Earthquake,0.001,02/25/17
California Wildfire,0.001,02/26/17
Hurricane Harvey,0.001,02/26/17
Iraq Earthquake,0.001,02/26/17
California Wildfire,0.001,02/27/17
Hurricane Harvey,0.001,02/27/17
Iraq Earthquake,0.001,02/27/17
California Wildfire,0.001,02/28/17
Hurricane Harvey,0.001,02/28/17
Iraq Earthquake,0.001,02/28/17
California Wildfire,0.001,03/01/17
Hurricane Harvey,0.001,03/01/17
Iraq Earthquake,0.001,03/01/17
California Wildfire,0.001,03/02/17
Hurricane Harvey,0.001,03/02/17
Iraq Earthquake,0.001,03/02/17
California Wildfire,0.001,03/03/17
Hurricane Harvey,0.001,03/03/17
Iraq Earthquake,0.001,03/03/17
California Wildfire,0.001,03/04/17
Hurricane Harvey,0.001,03/04/17
Iraq Earthquake,0.001,03/04/17
California Wildfire,0.001,03/05/17
Hurricane Harvey,0.001,03/05/17
Iraq Earthquake,0.001,03/05/17
California Wildfire,0.001,03/06/17
Hurricane Harvey,0.001,03/06/17
Iraq Earthquake,0.001,03/06/17
California Wildfire,0.001,03/07/17
Hurricane Harvey,0.001,03/07/17
Iraq Earthquake,0.001,03/07/17
California Wildfire,0.001,03/08/17
Hurricane Harvey,0.001,03/08/17
Iraq Earthquake,0.001,03/08/17
California Wildfire,0.001,03/09/17
Hurricane Harvey,0.001,03/09/17
Iraq Earthquake,0.001,03/09/17
California Wildfire,0.001,03/10/17
Hurricane Harvey,0.001,03/10/17
Iraq Earthquake,0.001,03/10/17
California Wildfire,0.001,03/11/17
Hurricane Harvey,0.001,03/11/17
Iraq Earthquake,0.001,03/11/17
California Wildfire,0.001,03/12/17
Hurricane Harvey,0.001,03/12/17
Iraq Earthquake,0.001,03/12/17
California Wildfire,0.001,03/13/17
Hurricane Harvey,0.001,03/13/17
Iraq Earthquake,0.001,03/13/17
California Wildfire,0.001,03/14/17
Hurricane Harvey,0.001,03/14/17
Iraq Earthquake,0.001,03/14/17
California Wildfire,0.001,03/15/17
Hurricane Harvey,0.001,03/15/17
Iraq Earthquake,0.001,03/15/17
California Wildfire,0.001,03/16/17
Hurricane Harvey,0.001,03/16/17
Iraq Earthquake,0.001,03/16/17
California Wildfire,0.001,03/17/17
Hurricane Harvey,0.001,03/17/17
Iraq Earthquake,0.001,03/17/17
California Wildfire,0.001,03/18/17
Hurricane Harvey,0.001,03/18/17
Iraq Earthquake,0.001,03/18/17
California Wildfire,0.001,03/19/17
Hurricane Harvey,0.001,03/19/17
Iraq Earthquake,0.001,03/19/17
California Wildfire,0.001,03/20/17
Hurricane Harvey,0.001,03/20/17
Iraq Earthquake,0.001,03/20/17
California Wildfire,0.001,03/21/17
Hurricane Harvey,0.001,03/21/17
Iraq Earthquake,0.001,03/21/17
California Wildfire,0.001,03/22/17
Hurricane Harvey,0.001,03/22/17
Iraq Earthquake,0.001,03/22/17
California Wildfire,0.001,03/23/17
Hurricane Harvey,0.001,03/23/17
Iraq Earthquake,0.001,03/23/17
California Wildfire,0.001,03/24/17
Hurricane Harvey,0.001,03/24/17
Iraq Earthquake,0.001,03/24/17
California Wildfire,0.001,03/25/17
Hurricane Harvey,0.001,03/25/17
Iraq Earthquake,0.001,03/25/17
California Wildfire,0.001,03/26/17
Hurricane Harvey,0.001,03/26/17
Iraq Earthquake,0.001,03/26/17
California Wildfire,0.001,03/27/17
Hurricane Harvey,0.001,03/27/17
Iraq Earthquake,0.001,03/27/17
California Wildfire,0.001,03/28/17
Hurricane Harvey,0.001,03/28/17
Iraq Earthquake,0.001,03/28/17
California Wildfire,0.001,03/29/17
Hurricane Harvey,0.001,03/29/17
Iraq Earthquake,0.001,03/29/17
California Wildfire,0.001,03/30/17
Hurricane Harvey,0.001,03/30/17
Iraq Earthquake,0.001,03/30/17
California Wildfire,0.001,03/31/17
Hurricane Harvey,0.001,03/31/17
Iraq Earthquake,0.001,03/31/17
California Wildfire,0.001,04/01/17
Hurricane Harvey,0.001,04/01/17
Iraq Earthquake,0.001,04/01/17
California Wildfire,0.001,04/02/17
Hurricane Harvey,0.001,04/02/17
Iraq Earthquake,0.001,04/02/17
California Wildfire,0.001,04/03/17
Hurricane Harvey,0.001,04/03/17
Iraq Earthquake,0.001,04/03/17
California Wildfire,0.001,04/04/17
Hurricane Harvey,0.001,04/04/17
Iraq Earthquake,0.001,04/04/17
California Wildfire,0.001,04/05/17
Hurricane Harvey,0.001,04/05/17
Iraq Earthquake,0.001,04/05/17
California Wildfire,0.001,04/06/17
Hurricane Harvey,0.001,04/06/17
Iraq Earthquake,0.001,04/06/17
California Wildfire,0.001,04/07/17
Hurricane Harvey,0.001,04/07/17
Iraq Earthquake,0.001,04/07/17
California Wildfire,0.001,04/08/17
Hurricane Harvey,0.001,04/08/17
Iraq Earthquake,0.001,04/08/17
California Wildfire,0.001,04/09/17
Hurricane Harvey,0.001,04/09/17
Iraq Earthquake,0.001,04/09/17
California Wildfire,0.001,04/10/17
Hurricane Harvey,0.001,04/10/17
Iraq Earthquake,0.001,04/10/17
California Wildfire,0.001,04/11/17
Hurricane Harvey,0.001,04/11/17
Iraq Earthquake,0.001,04/11/17
California Wildfire,0.001,04/12/17
Hurricane Harvey,0.001,04/12/17
Iraq Earthquake,0.001,04/12/17
California Wildfire,0.001,04/13/17
Hurricane Harvey,0.001,04/13/17
Iraq Earthquake,0.001,04/13/17
California Wildfire,0.001,04/14/17
Hurricane Harvey,0.001,04/14/17
Iraq Earthquake,0.001,04/14/17
California Wildfire,0.001,04/15/17
Hurricane Harvey,0.001,04/15/17
Iraq Earthquake,0.001,04/15/17
California Wildfire,0.001,04/16/17
Hurricane Harvey,0.001,04/16/17
Iraq Earthquake,0.001,04/16/17
California Wildfire,0.001,04/17/17
Hurricane Harvey,0.001,04/17/17
Iraq Earthquake,0.001,04/17/17
California Wildfire,0.001,04/18/17
Hurricane Harvey,0.001,04/18/17
Iraq Earthquake,0.001,04/18/17
California Wildfire,0.001,04/19/17
Hurricane Harvey,0.001,04/19/17
Iraq Earthquake,0.001,04/19/17
California Wildfire,0.761242917553,04/20/17
Hurricane Harvey,0.001,04/20/17
Iraq Earthquake,0.001,04/20/17
California Wildfire,0.733908844003,04/21/17
Hurricane Harvey,0.001,04/21/17
Iraq Earthquake,0.001,04/21/17
California Wildfire,0.858455379228,04/22/17
Hurricane Harvey,0.001,04/22/17
Iraq Earthquake,0.001,04/22/17
California Wildfire,0.792680920864,04/23/17
Hurricane Harvey,0.001,04/23/17
Iraq Earthquake,0.001,04/23/17
California Wildfire,0.356139145543,04/24/17
Hurricane Harvey,0.001,04/24/17
Iraq Earthquake,0.001,04/24/17
California Wildfire,0.442734610767,04/25/17
Hurricane Harvey,0.001,04/25/17
Iraq Earthquake,0.001,04/25/17
California Wildfire,0.223877124326,04/26/17
Hurricane Harvey,0.001,04/26/17
Iraq Earthquake,0.001,04/26/17
California Wildfire,0.531200584843,04/27/17
Hurricane Harvey,0.001,04/27/17
Iraq Earthquake,0.001,04/27/17
California Wildfire,0.838219987521,04/28/17
Hurricane Harvey,0.001,04/28/17
Iraq Earthquake,0.001,04/28/17
California Wildfire,0.357400130375,04/29/17
Hurricane Harvey,0.001,04/29/17
Iraq Earthquake,0.001,04/29/17
California Wildfire,0.226805718359,04/30/17
Hurricane Harvey,0.001,04/30/17
Iraq Earthquake,0.001,04/30/17
California Wildfire,0.762492413831,05/01/17
Hurricane Harvey,0.001,05/01/17
Iraq Earthquake,0.001,05/01/17
California Wildfire,0.676993488058,05/02/17
Hurricane Harvey,0.001,05/02/17
Iraq Earthquake,0.001,05/02/17
California Wildfire,0.887321436739,05/03/17
Hurricane Harvey,0.001,05/03/17
Iraq Earthquake,0.001,05/03/17
California Wildfire,0.81717489663,05/04/17
Hurricane Harvey,0.001,05/04/17
Iraq Earthquake,0.001,05/04/17
California Wildfire,0.636197830821,05/05/17
Hurricane Harvey,0.001,05/05/17
Iraq Earthquake,0.001,05/05/17
California Wildfire,0.421861173972,05/06/17
Hurricane Harvey,0.001,05/06/17
Iraq Earthquake,0.001,05/06/17
California Wildfire,0.388027196085,05/07/17
Hurricane Harvey,0.001,05/07/17
Iraq Earthquake,0.001,05/07/17
California Wildfire,0.925545592766,05/08/17
Hurricane Harvey,0.001,05/08/17
Iraq Earthquake,0.001,05/08/17
California Wildfire,0.780982626771,05/09/17
Hurricane Harvey,0.001,05/09/17
Iraq Earthquake,0.001,05/09/17
California Wildfire,0.625434212637,05/10/17
Hurricane Harvey,0.001,05/10/17
Iraq Earthquake,0.001,05/10/17
California Wildfire,0.656556422152,05/11/17
Hurricane Harvey,0.001,05/11/17
Iraq Earthquake,0.001,05/11/17
California Wildfire,0.268579404582,05/12/17
Hurricane Harvey,0.001,05/12/17
Iraq Earthquake,0.001,05/12/17
California Wildfire,0.768136324188,05/13/17
Hurricane Harvey,0.001,05/13/17
Iraq Earthquake,0.001,05/13/17
California Wildfire,0.226017176295,05/14/17
Hurricane Harvey,0.001,05/14/17
Iraq Earthquake,0.001,05/14/17
California Wildfire,0.001,05/15/17
Hurricane Harvey,0.001,05/15/17
Iraq Earthquake,0.001,05/15/17
California Wildfire,0.001,05/16/17
Hurricane Harvey,0.001,05/16/17
Iraq Earthquake,0.001,05/16/17
California Wildfire,0.001,05/17/17
Hurricane Harvey,0.001,05/17/17
Iraq Earthquake,0.001,05/17/17
California Wildfire,0.001,05/18/17
Hurricane Harvey,0.001,05/18/17
Iraq Earthquake,0.001,05/18/17
California Wildfire,0.001,05/19/17
Hurricane Harvey,0.001,05/19/17
Iraq Earthquake,0.001,05/19/17
California Wildfire,0.001,05/20/17
Hurricane Harvey,0.001,05/20/17
Iraq Earthquake,0.001,05/20/17
California Wildfire,0.001,05/21/17
Hurricane Harvey,0.001,05/21/17
Iraq Earthquake,0.001,05/21/17
California Wildfire,0.001,05/22/17
Hurricane Harvey,0.001,05/22/17
Iraq Earthquake,0.001,05/22/17
California Wildfire,0.001,05/23/17
Hurricane Harvey,0.001,05/23/17
Iraq Earthquake,0.001,05/23/17
California Wildfire,0.001,05/24/17
Hurricane Harvey,0.001,05/24/17
Iraq Earthquake,0.001,05/24/17
California Wildfire,0.001,05/25/17
Hurricane Harvey,0.001,05/25/17
Iraq Earthquake,0.001,05/25/17
California Wildfire,0.001,05/26/17
Hurricane Harvey,0.001,05/26/17
Iraq Earthquake,0.001,05/26/17
California Wildfire,0.001,05/27/17
Hurricane Harvey,0.001,05/27/17
Iraq Earthquake,0.001,05/27/17
California Wildfire,0.001,05/28/17
Hurricane Harvey,0.001,05/28/17
Iraq Earthquake,0.001,05/28/17
California Wildfire,0.001,05/29/17
Hurricane Harvey,0.001,05/29/17
Iraq Earthquake,0.001,05/29/17
California Wildfire,0.001,05/30/17
Hurricane Harvey,0.001,05/30/17
Iraq Earthquake,0.001,05/30/17
California Wildfire,0.001,05/31/17
Hurricane Harvey,0.001,05/31/17
Iraq Earthquake,0.001,05/31/17
California Wildfire,0.001,06/01/17
Hurricane Harvey,0.001,06/01/17
Iraq Earthquake,0.001,06/01/17
California Wildfire,0.001,06/02/17
Hurricane Harvey,0.001,06/02/17
Iraq Earthquake,0.001,06/02/17
California Wildfire,0.001,06/03/17
Hurricane Harvey,0.001,06/03/17
Iraq Earthquake,0.001,06/03/17
California Wildfire,0.001,06/04/17
Hurricane Harvey,0.001,06/04/17
Iraq Earthquake,0.001,06/04/17
California Wildfire,0.001,06/05/17
Hurricane Harvey,0.001,06/05/17
Iraq Earthquake,0.001,06/05/17
California Wildfire,0.001,06/06/17
Hurricane Harvey,0.001,06/06/17
Iraq Earthquake,0.001,06/06/17
California Wildfire,0.001,06/07/17
Hurricane Harvey,0.001,06/07/17
Iraq Earthquake,0.001,06/07/17
California Wildfire,0.001,06/08/17
Hurricane Harvey,0.001,06/08/17
Iraq Earthquake,0.001,06/08/17
California Wildfire,0.001,06/09/17
Hurricane Harvey,0.001,06/09/17
Iraq Earthquake,0.001,06/09/17
California Wildfire,0.001,06/10/17
Hurricane Harvey,0.001,06/10/17
Iraq Earthquake,0.001,06/10/17
California Wildfire,0.001,06/11/17
Hurricane Harvey,0.001,06/11/17
Iraq Earthquake,0.001,06/11/17
California Wildfire,0.001,06/12/17
Hurricane Harvey,0.001,06/12/17
Iraq Earthquake,0.001,06/12/17
California Wildfire,0.001,06/13/17
Hurricane Harvey,0.001,06/13/17
Iraq Earthquake,0.001,06/13/17
California Wildfire,0.001,06/14/17
Hurricane Harvey,0.001,06/14/17
Iraq Earthquake,0.001,06/14/17
California Wildfire,0.001,06/15/17
Hurricane Harvey,0.001,06/15/17
Iraq Earthquake,0.001,06/15/17
California Wildfire,0.001,06/16/17
Hurricane Harvey,0.001,06/16/17
Iraq Earthquake,0.001,06/16/17
California Wildfire,0.001,06/17/17
Hurricane Harvey,0.001,06/17/17
Iraq Earthquake,0.001,06/17/17
California Wildfire,0.001,06/18/17
Hurricane Harvey,0.001,06/18/17
Iraq Earthquake,0.001,06/18/17
California Wildfire,0.001,06/19/17
Hurricane Harvey,0.001,06/19/17
Iraq Earthquake,0.001,06/19/17
California Wildfire,0.001,06/20/17
Hurricane Harvey,0.001,06/20/17
Iraq Earthquake,0.001,06/20/17
California Wildfire,0.001,06/21/17
Hurricane Harvey,0.001,06/21/17
Iraq Earthquake,0.001,06/21/17
California Wildfire,0.001,06/22/17
Hurricane Harvey,0.001,06/22/17
Iraq Earthquake,0.001,06/22/17
California Wildfire,0.001,06/23/17
Hurricane Harvey,0.001,06/23/17
Iraq Earthquake,0.001,06/23/17
California Wildfire,0.001,06/24/17
Hurricane Harvey,0.001,06/24/17
Iraq Earthquake,0.001,06/24/17
California Wildfire,0.001,06/25/17
Hurricane Harvey,0.001,06/25/17
Iraq Earthquake,0.001,06/25/17
California Wildfire,0.001,06/26/17
Hurricane Harvey,0.001,06/26/17
Iraq Earthquake,0.001,06/26/17
California Wildfire,0.001,06/27/17
Hurricane Harvey,0.001,06/27/17
Iraq Earthquake,0.001,06/27/17
California Wildfire,0.001,06/28/17
Hurricane Harvey,0.001,06/28/17
Iraq Earthquake,0.001,06/28/17
California Wildfire,0.001,06/29/17
Hurricane Harvey,0.001,06/29/17
Iraq Earthquake,0.001,06/29/17
California Wildfire,0.001,06/30/17
Hurricane Harvey,0.001,06/30/17
Iraq Earthquake,0.001,06/30/17
California Wildfire,0.001,07/01/17
Hurricane Harvey,0.001,07/01/17
Iraq Earthquake,0.001,07/01/17
California Wildfire,0.001,07/02/17
Hurricane Harvey,0.001,07/02/17
Iraq Earthquake,0.001,07/02/17
California Wildfire,0.001,07/03/17
Hurricane Harvey,0.001,07/03/17
Iraq Earthquake,0.001,07/03/17
California Wildfire,0.001,07/04/17
Hurricane Harvey,0.001,07/04/17
Iraq Earthquake,0.001,07/04/17
California Wildfire,0.001,07/05/17
Hurricane Harvey,0.001,07/05/17
Iraq Earthquake,0.001,07/05/17
California Wildfire,0.001,07/06/17
Hurricane Harvey,0.001,07/06/17
Iraq Earthquake,0.001,07/06/17
California Wildfire,0.001,07/07/17
Hurricane Harvey,0.001,07/07/17
Iraq Earthquake,0.001,07/07/17
California Wildfire,0.001,07/08/17
Hurricane Harvey,0.001,07/08/17
Iraq Earthquake,0.001,07/08/17
California Wildfire,0.001,07/09/17
Hurricane Harvey,0.001,07/09/17
Iraq Earthquake,0.001,07/09/17
California Wildfire,0.001,07/10/17
Hurricane Harvey,0.001,07/10/17
Iraq Earthquake,0.001,07/10/17
California Wildfire,0.001,07/11/17
Hurricane Harvey,0.001,07/11/17
Iraq Earthquake,0.001,07/11/17
California Wildfire,0.001,07/12/17
Hurricane Harvey,0.001,07/12/17
Iraq Earthquake,0.001,07/12/17
California Wildfire,0.001,07/13/17
Hurricane Harvey,0.001,07/13/17
Iraq Earthquake,0.001,07/13/17
California Wildfire,0.001,07/14/17
Hurricane Harvey,0.001,07/14/17
Iraq Earthquake,0.001,07/14/17
California Wildfire,0.001,07/15/17
Hurricane Harvey,0.001,07/15/17
Iraq Earthquake,0.001,07/15/17
California Wildfire,0.001,07/16/17
Hurricane Harvey,0.001,07/16/17
Iraq Earthquake,0.001,07/16/17
California Wildfire,0.001,07/17/17
Hurricane Harvey,0.001,07/17/17
Iraq Earthquake,0.001,07/17/17
California Wildfire,0.001,07/18/17
Hurricane Harvey,0.001,07/18/17
Iraq Earthquake,0.001,07/18/17
California Wildfire,0.001,07/19/17
Hurricane Harvey,0.001,07/19/17
Iraq Earthquake,0.001,07/19/17
California Wildfire,0.001,07/20/17
Hurricane Harvey,0.001,07/20/17
Iraq Earthquake,0.001,07/20/17
California Wildfire,0.001,07/21/17
Hurricane Harvey,0.001,07/21/17
Iraq Earthquake,0.001,07/21/17
California Wildfire,0.001,07/22/17
Hurricane Harvey,0.001,07/22/17
Iraq Earthquake,0.001,07/22/17
California Wildfire,0.001,07/23/17
Hurricane Harvey,0.001,07/23/17
Iraq Earthquake,0.001,07/23/17
California Wildfire,0.001,07/24/17
Hurricane Harvey,0.001,07/24/17
Iraq Earthquake,0.001,07/24/17
California Wildfire,0.001,07/25/17
Hurricane Harvey,0.001,07/25/17
Iraq Earthquake,0.001,07/25/17
California Wildfire,0.001,07/26/17
Hurricane Harvey,0.001,07/26/17
Iraq Earthquake,0.001,07/26/17
California Wildfire,0.001,07/27/17
Hurricane Harvey,0.001,07/27/17
Iraq Earthquake,0.001,07/27/17
California Wildfire,0.001,07/28/17
Hurricane Harvey,0.001,07/28/17
Iraq Earthquake,0.001,07/28/17
California Wildfire,0.001,07/29/17
Hurricane Harvey,0.001,07/29/17
Iraq Earthquake,0.001,07/29/17
California Wildfire,0.001,07/30/17
Hurricane Harvey,0.001,07/30/17
Iraq Earthquake,0.001,07/30/17
California Wildfire,0.001,07/31/17
Hurricane Harvey,0.001,07/31/17
Iraq Earthquake,0.001,07/31/17
California Wildfire,0.001,08/01/17
Hurricane Harvey,0.001,08/01/17
Iraq Earthquake,0.001,08/01/17
California Wildfire,0.001,08/02/17
Hurricane Harvey,0.001,08/02/17
Iraq Earthquake,0.001,08/02/17
California Wildfire,0.001,08/03/17
Hurricane Harvey,0.001,08/03/17
Iraq Earthquake,0.001,08/03/17
California Wildfire,0.001,08/04/17
Hurricane Harvey,0.001,08/04/17
Iraq Earthquake,0.001,08/04/17
California Wildfire,0.001,08/05/17
Hurricane Harvey,0.001,08/05/17
Iraq Earthquake,0.001,08/05/17
California Wildfire,0.001,08/06/17
Hurricane Harvey,0.001,08/06/17
Iraq Earthquake,0.001,08/06/17
California Wildfire,0.001,08/07/17
Hurricane Harvey,0.001,08/07/17
Iraq Earthquake,0.001,08/07/17
California Wildfire,0.001,08/08/17
Hurricane Harvey,0.001,08/08/17
Iraq Earthquake,0.001,08/08/17
California Wildfire,0.001,08/09/17
Hurricane Harvey,0.001,08/09/17
Iraq Earthquake,0.001,08/09/17
California Wildfire,0.001,08/10/17
Hurricane Harvey,0.001,08/10/17
Iraq Earthquake,0.001,08/10/17
California Wildfire,0.001,08/11/17
Hurricane Harvey,0.001,08/11/17
Iraq Earthquake,0.001,08/11/17
California Wildfire,0.001,08/12/17
Hurricane Harvey,0.001,08/12/17
Iraq Earthquake,0.001,08/12/17
California Wildfire,0.001,08/13/17
Hurricane Harvey,0.001,08/13/17
Iraq Earthquake,0.001,08/13/17
California Wildfire,0.001,08/14/17
Hurricane Harvey,0.001,08/14/17
Iraq Earthquake,0.001,08/14/17
California Wildfire,0.001,08/15/17
Hurricane Harvey,0.001,08/15/17
Iraq Earthquake,0.001,08/15/17
California Wildfire,0.001,08/16/17
Hurricane Harvey,0.001,08/16/17
Iraq Earthquake,0.001,08/16/17
California Wildfire,0.001,08/17/17
Hurricane Harvey,0.556945835888,08/17/17
Iraq Earthquake,0.001,08/17/17
California Wildfire,0.001,08/18/17
Hurricane Harvey,0.73138801268,08/18/17
Iraq Earthquake,0.001,08/18/17
California Wildfire,0.001,08/19/17
Hurricane Harvey,0.547349882631,08/19/17
Iraq Earthquake,0.001,08/19/17
California Wildfire,0.001,08/20/17
Hurricane Harvey,0.373662464752,08/20/17
Iraq Earthquake,0.001,08/20/17
California Wildfire,0.001,08/21/17
Hurricane Harvey,0.299496217097,08/21/17
Iraq Earthquake,0.001,08/21/17
California Wildfire,0.001,08/22/17
Hurricane Harvey,0.47495262242,08/22/17
Iraq Earthquake,0.001,08/22/17
California Wildfire,0.001,08/23/17
Hurricane Harvey,0.722354522651,08/23/17
Iraq Earthquake,0.001,08/23/17
California Wildfire,0.001,08/24/17
Hurricane Harvey,0.423132425823,08/24/17
Iraq Earthquake,0.001,08/24/17
California Wildfire,0.001,08/25/17
Hurricane Harvey,0.250783991734,08/25/17
Iraq Earthquake,0.001,08/25/17
California Wildfire,0.001,08/26/17
Hurricane Harvey,0.706568802015,08/26/17
Iraq Earthquake,0.001,08/26/17
California Wildfire,0.001,08/27/17
Hurricane Harvey,0.730331326797,08/27/17
Iraq Earthquake,0.001,08/27/17
California Wildfire,0.001,08/28/17
Hurricane Harvey,0.919763862778,08/28/17
Iraq Earthquake,0.001,08/28/17
California Wildfire,0.001,08/29/17
Hurricane Harvey,0.914901397387,08/29/17
Iraq Earthquake,0.001,08/29/17
California Wildfire,0.001,08/30/17
Hurricane Harvey,0.880091730874,08/30/17
Iraq Earthquake,0.001,08/30/17
California Wildfire,0.001,08/31/17
Hurricane Harvey,0.817226837288,08/31/17
Iraq Earthquake,0.001,08/31/17
